question,label
ذرت کجایی از خوردنی‌های بسیار پرطرفدار توسط دکه‌ها و مغازه‌های فروشنده ذرت عرضه می‌شود  : مکزیکی,1
زابلی محله قوچ چه کسی از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان ایران روستایی است  : مراد,-1
زابلی محله قوچ مراد از توابع بخش مرکزی کجا در استان گلستان ایران روستایی است  : شهرستان گنبد کاووس,-1
زابلی محله قوچ مراد از توابع بخش مرکزی شهرستان گنبد کاووس در کجا ایران روستایی است  : استان گلستان,-1
زابلی محله قوچ مراد از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان کجا روستایی است  : ایران,-1
ساب پاپ یک شرکت کجایی نشر موسیقی است  : آمریکایی,1
کجا در سال ۱۹۸۶ تأسیس شد  : واشینگتن,-1
واشینگتن در چه زمانی تأسیس شد  : سال ۱۹۸۶,-1
دفتر آن در کجا در ایالت واشینگتن ایالات متحده آمریکا است  : شهرستان پیرس,1
دفتر آن در شهرستان پیرس در کجا ایالات متحده آمریکا است  : ایالت واشینگتن,1
دفتر آن در شهرستان پیرس در ایالت واشینگتن کجا است  : ایالات متحده آمریکا,1
مناطق مدیترانه از کجا است  : مراکش,-1
شابانک بومی مناطق کجا ، از مراکش و پرتغال تا لبنان و ترکیه و ایران است  : مدیترانه,1
شابانک بومی مناطق مدیترانه ، از کجا و پرتغال تا لبنان و ترکیه و ایران است  : مراکش,1
شابانک بومی مناطق مدیترانه ، از مراکش و کجا تا لبنان و ترکیه و ایران است  : پرتغال,1
شابانک بومی مناطق مدیترانه ، از مراکش و پرتغال تا کجا و ترکیه و ایران است  : لبنان,1
شابانک بومی مناطق مدیترانه ، از مراکش و پرتغال تا لبنان و کجا و ایران است  : ترکیه,1
شابانک بومی مناطق مدیترانه ، از مراکش و پرتغال تا لبنان و ترکیه و کجا است  : ایران,1
صنایع الکترونیک کجا یا صاایران نام است  : ایران,1
خدا مرده جمله مشهور و به شدت نقل قول شده و گاهی بد تفسیر شده فیلسوف کجایی ، فریدریش نیچه است است  : آلمانی,1
فیلسوف کجایی فریدریش نیچه است  : آلمانی,-1
شناسه فعل از توابع بخش پیشوا کجا در استان تهران ایران روستایی است  : شهرستان ورامین,-1
شناسه فعل از توابع بخش پیشوا شهرستان ورامین در کجا ایران روستایی است  : استان تهران,-1
شناسه فعل از توابع بخش پیشوا شهرستان ورامین در استان تهران کجا روستایی است  : ایران,-1
آ چیل یک منطقه مسکونی در کجا است  : بریتانیا,1
شناسه فعل با کجا در نیفتید شعاریست دولتی در ایالت تگزاس در   : تگزاس,-1
شناسه فعل با تگزاس در نیفتید شعاریست دولتی در کجا در   : ایالت تگزاس,-1
شناسه فعل با کجا شوخی نکنید  : تگزاس,-1
چه کسی یک آسمان خراش واقع در ایالت نیویورک ایالات متحده آمریکا می‌باشد  : اوریون,-1
اوریون یک آسمان خراش واقع در کجا ایالات متحده آمریکا می‌باشد  : ایالت نیویورک,1
اوریون یک آسمان خراش واقع در ایالت نیویورک کجا می‌باشد  : ایالات متحده آمریکا,1
ذخیره مورد علاقه فیلمی است محصول چه زمانی است  : سال ۲۰۱۲,-1
زابلی محله علیا از توابع بخش مرکزی کجا در استان گلستان ایران روستایی است  : شهرستان ترکمن,-1
زابلی محله علیا از توابع بخش مرکزی شهرستان ترکمن در کجا ایران روستایی است  : استان گلستان,-1
زابلی محله علیا از توابع بخش مرکزی شهرستان ترکمن در استان گلستان کجا روستایی است  : ایران,-1
شاباست در کجا یک روستا است  : بریتانیا,-1
فرانسوا رنه دو شاتوبریان معروف به نویسنده ، شاعر و سیاست مدار کجایی در سن ملو متولد گردید  : فرانسوی,1
شناسه فعل در چه زمانی مجلس نمایندگان افغانستان نماینده مردم کنر بود  : دوره پانزدهم,-1
شناسه فعل در دوره پانزدهم چه سازمانی نماینده مردم کنر بود  : مجلس نمایندگان افغانستان,-1
چه کسی طراح گرافیک است  : صادق بریرانی,1
طاخونهنام از روستاهای کجا و شهرستان خنج یکی می‌باشد  : استان فارس,-1
طاخونهنام از روستاهای استان فارس و کجا خنج یکی می‌باشد  : شهرستان,-1
شناسه فعل جایگزین قطارهای سریع السیر کجا ، ت ژ و شود  : فرانسه,-1
باب آویان طراح رقص ، و کارگردان نمایش کجایی تبار اهل ایالات متحده آمریکا است  : ارمنی,1
باب آویان طراح رقص ، و کارگردان نمایش ارمنی تبار کجایی آمریکا است  : اهل ایالات متحده,-1
باب آویان طراح رقص ، و کارگردان نمایش ارمنی تبار اهل ایالات متحده کجا است  : آمریکا,-1
باب بالابان بازیگر کجایی است  : آمریکایی,1
شناسه فعل در کجا است  : ویتنام,-1
تابستان با چه کسی نام یک فیلم سوئدی به کارگردانی اینگمار برگمان محصول سال ۱۹۵۳ است  : مونیکا,-1
تابستان با مونیکا نام یک فیلم کجایی به کارگردانی اینگمار برگمان محصول سال ۱۹۵۳ است  : سوئدی,1
تابستان با مونیکا نام یک فیلم سوئدی به کارگردانی چه کسی محصول سال ۱۹۵۳ است  : اینگمار برگمان,1
تابستان با مونیکا نام یک فیلم سوئدی به کارگردانی اینگمار برگمان محصول چه زمانی است  : سال ۱۹۵۳,1
ث ری‌ا در‌ا غما از آثار چه کسی یکی است  : اسماعیل فصیح,-1
حاج امیرکندی در کجا ، شهرستان پارس آباد ، بخش اصلاندوز ، دهستان اصلاندوز قرار دارد  : استان اردبیل,1
حاج امیرکندی در استان اردبیل ، کجا ، بخش اصلاندوز ، دهستان اصلاندوز قرار دارد  : شهرستان پارس آباد,-1
حاج امیرکندی در استان اردبیل ، شهرستان پارس آباد ، بخش کجا ، دهستان اصلاندوز قرار دارد  : اصلاندوز,1
حاج امیرکندی در استان اردبیل ، شهرستان پارس آباد ، بخش اصلاندوز ، دهستان کجا قرار دارد  : اصلاندوز,1
